Linea;Ruta;Nodo;Nombre;Posicion;StrTipoServicio
[175] C142;[3526] C142_HABITUAL_19.11.18;36243;341A03;32521;[0] URBANO
[175] C142;[3526] C142_HABITUAL_19.11.18;49937;375A03;32643;[0] URBANO
[175] C142;[3526] C142_HABITUAL_19.11.18;43031;202A03;33179;[0] URBANO
[175] C142;[3526] C142_HABITUAL_19.11.18;36244;339A03_CE;33382;[0] URBANO
[175] C142;[3526] C142_HABITUAL_19.11.18;35863;272a03;33597;[0] URBANO
[175] C142;[3526] C142_HABITUAL_19.11.18;40579;275A03;34104;[0] URBANO
[175] C142;[3526] C142_HABITUAL_19.11.18;40580;296A03_CE;34356;[0] URBANO
[175] C142;[3526] C142_HABITUAL_19.11.18;40581;297A03_CE;34683;[0] URBANO
[175] C142;[3526] C142_HABITUAL_19.11.18;40582;537A03_CE;34894;[0] URBANO
[175] C142;[3526] C142_HABITUAL_19.11.18;37199;163A03;35040;[0] URBANO
[175] C142;[3526] C142_HABITUAL_19.11.18;37200;161A03;35261;[0] URBANO
[175] C142;[3526] C142_HABITUAL_19.11.18;37201;160A03;35441;[0] URBANO
[175] C142;[3526] C142_HABITUAL_19.11.18;37202;158A03;35603;[0] URBANO
[175] C142;[3526] C142_HABITUAL_19.11.18;37203;155A03;35760;[0] URBANO
[175] C142;[3526] C142_HABITUAL_19.11.18;37204;154A03;36046;[0] URBANO
[175] C142;[3526] C142_HABITUAL_19.11.18;49387;635A03_CE;36495;[0] URBANO
[175] C142;[3526] C142_HABITUAL_19.11.18;49385;280A03_CE;36764;[0] URBANO
[175] C142;[3526] C142_HABITUAL_19.11.18;36944;258A03;37071;[0] URBANO
[175] C142;[3526] C142_HABITUAL_19.11.18;48898;259A03_CE;37172;[0] URBANO
[185] 200;[1524] MDF_01DIC14;37894;403A06_CE;0;[0] URBANO
[185] 200;[1524] MDF_01DIC14;33347;128A07_CE;516;[0] URBANO
[185] 200;[1524] MDF_01DIC14;3619;057A07;1290;[0] URBANO
[185] 200;[1524] MDF_01DIC14;3586;019A07;2007;[0] URBANO
[185] 200;[1524] MDF_01DIC14;3587;073A07;3058;[0] URBANO
[185] 200;[1524] MDF_01DIC14;3588;041A07;3420;[0] URBANO
[185] 200;[1524] MDF_01DIC14;3589;020A07;3702;[0] URBANO
[185] 200;[1524] MDF_01DIC14;35692;340a07;3983;[0] URBANO
[185] 200;[1524] MDF_01DIC14;30265;235A06;5010;[0] URBANO
[185] 200;[1524] MDF_01DIC14;30266;263A06;5459;[0] URBANO
[185] 200;[1524] MDF_01DIC14;30493;127A06 - Br. Centro Industrial;6012;[0] URBANO
[185] 200;[1524] MDF_01DIC14;30494;068A06 - Br. Centro Industrial;6322;[0] URBANO
[185] 200;[1524] MDF_01DIC14;30495;128A06 - Br. Ciudad Salitre Sur Oriental;6782;[0] URBANO
[185] 200;[1524] MDF_01DIC14;33522;130C06 -  Imprenta Nacional de Colombia;7059;[0] URBANO
[185] 200;[1524] MDF_01DIC14;30497;131A06 - Banco de la Republica;7420;[0] URBANO
[185] 200;[1524] MDF_01DIC14;39;116A05 - Br. Salitre Greco;8099;[0] URBANO
[185] 200;[1524] MDF_01DIC14;27;118A05 - Pq. Metropolitano Simón Bolívar;8833;[0] URBANO
[185] 200;[1524] MDF_01DIC14;41004;437A05 - Pq. Metropolitano Simón Bolívar;9136;[0] URBANO
[185] 200;[1524] MDF_01DIC14;29438;121A05 - Pq. El Salitre;9854;[0] URBANO
[185] 200;[1524] MDF_01DIC14;30267;122C05 - Pq. Acuapark;10127;[0] URBANO
[185] 200;[1524] MDF_01DIC14;349;124A05 - Br. J.J. Vargas;10834;[0] URBANO
[185] 200;[1524] MDF_01DIC14;29779;015A04 - Pq Metropolis;11151;[0] URBANO
[185] 200;[1524] MDF_01DIC14;29780;103A04 - CC Metropolis;11520;[0] URBANO
[185] 200;[1524] MDF_01DIC14;29781;001A04 - Av. Cl 80;11793;[0] URBANO
[185] 200;[1524] MDF_01DIC14;29817;209A03 - Br Entre Ríos;12383;[0] URBANO
[185] 200;[1524] MDF_01DIC14;29782;210A03 - Cafam la Floresta;12647;[0] URBANO
[185] 200;[1524] MDF_01DIC14;29783;171A03 - Br. Los Andes;13285;[0] URBANO
[185] 200;[1524] MDF_01DIC14;29784;165A03 - Estación Suba Cl 100;13654;[0] URBANO
[185] 200;[1524] MDF_01DIC14;29785;001A00 - C. C. Iserra 100;13863;[0] URBANO
[185] 200;[1524] MDF_01DIC14;29786;211A00 - Br la Castellana;14367;[0] URBANO
[185] 200;[1524] MDF_01DIC14;45888;212C00_Centro Empresarial Calle 100.;15027;[0] URBANO
[185] 200;[1524] MDF_01DIC14;29789;213A00 - Glorieta Cll 100;15434;[0] URBANO
[185] 200;[1524] MDF_01DIC14;29790;277A01 - Br Rincón del Chico.;16021;[0] URBANO
[185] 200;[1524] MDF_01DIC14;29791;278A01 - AC 106;16427;[0] URBANO
[185] 200;[1524] MDF_01DIC14;29792;279A01 - Br Molinos Norte;16650;[0] URBANO
[185] 200;[1524] MDF_01DIC14;29793;280A01 - Cl 112;17046;[0] URBANO
[185] 200;[1524] MDF_01DIC14;29794;281A01 - Cl 119;17401;[0] URBANO
[185] 200;[1524] MDF_01DIC14;29795;018A01 - Br. Santa Bárbara Central;17773;[0] URBANO
[185] 200;[1524] MDF_01DIC14;29721;119A01 - C.C. Unicentro;17954;[0] URBANO
[185] 200;[1524] MDF_01DIC14;29720;361A01 - Country Club;18376;[0] URBANO
[185] 200;[1524] MDF_01DIC14;32440;360A02;18591;[0] URBANO
[185] 200;[1524] MDF_01DIC14;29776;360A01 - Country Club;18812;[0] URBANO
[185] 200;[1524] MDF_01DIC14;29777;504A01_La Fontana;19044;[0] URBANO
[185] 200;[1524] MDF_01DIC14;44511;301B01_CE;19232;[0] URBANO
[185] 200;[1524] MDF_01DIC14;44512;300B01_CE;19360;[0] URBANO
[185] 200;[1524] MDF_01DIC14;44513;299B01_CE;19602;[0] URBANO
[185] 200;[1524] MDF_01DIC14;44514;298B01_CE;19873;[0] URBANO
[185] 200;[1524] MDF_01DIC14;44515;297B01_CE;20026;[0] URBANO
[185] 200;[1524] MDF_01DIC14;44516;296B01_CE;20335;[0] URBANO
[185] 200;[1524] MDF_01DIC14;44517;295B01_CE;20738;[0] URBANO
[185] 200;[1524] MDF_01DIC14;44518;294B01_CE;21171;[0] URBANO
[185] 200;[1524] MDF_01DIC14;5238;158A01;21466;[0] URBANO
[185] 200;[1524] MDF_01DIC14;5239;242A01 - Br. Santa Bibiana;21829;[0] URBANO
[185] 200;[1524] MDF_01DIC14;5240;122A01 - Autopista Norte;22039;[0] URBANO
[185] 200;[1524] MDF_01DIC14;5241;093A02 - Br. Estoril;22641;[0] URBANO
[185] 200;[1524] MDF_01DIC14;5242;136A02;23135;[0] URBANO
[185] 200;[1524] MDF_01DIC14;5244;173A03 - Br. Andes Norte;23530;[0] URBANO
[185] 200;[1524] MDF_01DIC14;30372;001A03 - Br. Julio Flórez;23931;[0] URBANO
[185] 200;[1524] MDF_01DIC14;30373;174A03 - Br. Los Andes;24230;[0] URBANO
[185] 200;[1524] MDF_01DIC14;30374;175A03_CE;24506;[0] URBANO
[185] 200;[1524] MDF_01DIC14;30375;176A03_CE;24892;[0] URBANO
[185] 200;[1524] MDF_01DIC14;30376;105A04_CE;25139;[0] URBANO
[185] 200;[1524] MDF_01DIC14;30377;104A04_CE;25448;[0] URBANO
[185] 200;[1524] MDF_01DIC14;30378;102A04_CE;25814;[0] URBANO
[185] 200;[1524] MDF_01DIC14;5252;125A05;26295;[0] URBANO
[185] 200;[1524] MDF_01DIC14;30380;123A05_CE;26718;[0] URBANO
[185] 200;[1524] MDF_01DIC14;347;120A05;27256;[0] URBANO
[185] 200;[1524] MDF_01DIC14;30381;119A05_CE;28036;[0] URBANO
[185] 200;[1524] MDF_01DIC14;30382;210A05_CE;28187;[0] URBANO
[185] 200;[1524] MDF_01DIC14;30383;117A05_CE;28508;[0] URBANO
[185] 200;[1524] MDF_01DIC14;30384;115A05_CE;29088;[0] URBANO
[185] 200;[1524] MDF_01DIC14;41276;132C06;29573;[0] URBANO
[185] 200;[1524] MDF_01DIC14;29537;065A06_Esperanza;29908;[0] URBANO
[185] 200;[1524] MDF_01DIC14;30387;129A06_CE.;30414;[0] URBANO
[185] 200;[1524] MDF_01DIC14;30388;190A06_CE;30640;[0] URBANO
[185] 200;[1524] MDF_01DIC14;30389;002A06_CE;31190;[0] URBANO
[185] 200;[1524] MDF_01DIC14;30390;001A06_CE;31708;[0] URBANO
[185] 200;[1524] MDF_01DIC14;3598;022A06;32107;[0] URBANO
[185] 200;[1524] MDF_01DIC14;3599;021A06;32793;[0] URBANO
[185] 200;[1524] MDF_01DIC14;29990;110A06;33092;[0] URBANO
[185] 200;[1524] MDF_01DIC14;3660;020A06;34057;[0] URBANO
[185] 200;[1524] MDF_01DIC14;3661;019A06;34708;[0] URBANO
[185] 200;[1524] MDF_01DIC14;33361;396A06_ce;35193;[0] URBANO
[185] 200;[1524] MDF_01DIC14;37893;409A06_CE;35542;[0] URBANO
[188] E44;[3934] E44_IDA_29.07.2019;48726;338B02_CE.;0;[0] URBANO
[188] E44;[3934] E44_IDA_29.07.2019;3686;089A02.;564;[0] URBANO
[188] E44;[3934] E44_IDA_29.07.2019;44355;150A01_CE;1692;[0] URBANO
[188] E44;[3934] E44_IDA_29.07.2019;39834;574A01;2120;[0] URBANO
[188] E44;[3934] E44_IDA_29.07.2019;3791;323A01;2598;[0] URBANO
[188] E44;[3934] E44_IDA_29.07.2019;3792;131A01;2812;[0] URBANO
[188] E44;[3934] E44_IDA_29.07.2019;3793;327A01;3078;[0] URBANO
[188] E44;[3934] E44_IDA_29.07.2019;30329;133A01_CE;3301;[0] URBANO
[188] E44;[3934] E44_IDA_29.07.2019;1437;062A01-Tibabita;3622;[0] URBANO
[188] E44;[3934] E44_IDA_29.07.2019;1438;060A01;3873;[0] URBANO
[188] E44;[3934] E44_IDA_29.07.2019;1439;190A01;4130;[0] URBANO
[188] E44;[3934] E44_IDA_29.07.2019;1440;320A01;4365;[0] URBANO
[188] E44;[3934] E44_IDA_29.07.2019;1441;227A01_;4881;[0] URBANO
[188] E44;[3934] E44_IDA_29.07.2019;30335;151A01_CE;5145;[0] URBANO
[188] E44;[3934] E44_IDA_29.07.2019;30336;226A01_CE;5461;[0] URBANO
[188] E44;[3934] E44_IDA_29.07.2019;30337;318A01_CE;5729;[0] URBANO
[188] E44;[3934] E44_IDA_29.07.2019;30338;224A01_CE;6164;[0] URBANO
[188] E44;[3934] E44_IDA_29.07.2019;30339;128A01_CE;6334;[0] URBANO
[188] E44;[3934] E44_IDA_29.07.2019;30340;127A01_CE;6725;[0] URBANO
[188] E44;[3934] E44_IDA_29.07.2019;30341;124A01_CE;7127;[0] URBANO
[188] E44;[3934] E44_IDA_29.07.2019;30342;571A01_CE;7272;[0] URBANO
[188] E44;[3934] E44_IDA_29.07.2019;30343;006A01_CE;7664;[0] URBANO
[188] E44;[3934] E44_IDA_29.07.2019;2872;008A01;8179;[0] URBANO
[188] E44;[3934] E44_IDA_29.07.2019;2831;208A01;8532;[0] URBANO
[188] E44;[3934] E44_IDA_29.07.2019;2832;010A01;8952;[0] URBANO
[188] E44;[3934] E44_IDA_29.07.2019;30347;206A01_CE;9123;[0] URBANO
[188] E44;[3934] E44_IDA_29.07.2019;30348;051A01_CE;9303;[0] URBANO
[188] E44;[3934] E44_IDA_29.07.2019;30349;052A01_CE_;9558;[0] URBANO
[188] E44;[3934] E44_IDA_29.07.2019;30350;203A01_CE;9873;[0] URBANO
[188] E44;[3934] E44_IDA_29.07.2019;30351;034A01_CE;10037;[0] URBANO
[188] E44;[3934] E44_IDA_29.07.2019;30352;121A01_CE_;10232;[0] URBANO
[188] E44;[3934] E44_IDA_29.07.2019;30353;035A01_CE;10689;[0] URBANO
[188] E44;[3934] E44_IDA_29.07.2019;48568;679A01;10983;[0] URBANO
[188] E44;[3934] E44_IDA_29.07.2019;30354;037A01_CE;11288;[0] URBANO
[188] E44;[3934] E44_IDA_29.07.2019;30355;039A01_CE;11753;[0] URBANO
[188] E44;[3934] E44_IDA_29.07.2019;30356;041A01_CE;12158;[0] URBANO
[188] E44;[3934] E44_IDA_29.07.2019;30357;193A02_CE;12578;[0] URBANO
[188] E44;[3934] E44_IDA_29.07.2019;30358;095A02_CE;13321;[0] URBANO
[188] E44;[3934] E44_IDA_29.07.2019;30359;062A02_CE;13635;[0] URBANO
[188] E44;[3934] E44_IDA_29.07.2019;30360;064A02_CE;14088;[0] URBANO
[188] E44;[3934] E44_IDA_29.07.2019;30361;080A02_CE;14464;[0] URBANO
[188] E44;[3934] E44_IDA_29.07.2019;30362;066A02_CE;14912;[0] URBANO
[188] E44;[3934] E44_IDA_29.07.2019;30363;Br. Las Villas;15108;[0] URBANO
[188] E44;[3934] E44_IDA_29.07.2019;30364;Br. Las Villas;15328;[0] URBANO
[188] E44;[3934] E44_IDA_29.07.2019;30365;038A02_C.C. Bulevar Niza;15688;[0] URBANO
[188] E44;[3934] E44_IDA_29.07.2019;48320;578A03_CE;16124;[0] URBANO
[188] E44;[3934] E44_IDA_29.07.2019;30367;044A03_CE;16489;[0] URBANO
[188] E44;[3934] E44_IDA_29.07.2019;45680;613A03;16766;[0] URBANO
[188] E44;[3934] E44_IDA_29.07.2019;30368;045A03_CE;17363;[0] URBANO
[188] E44;[3934] E44_IDA_29.07.2019;30369;047A03_CE;18067;[0] URBANO
[188] E44;[3934] E44_IDA_29.07.2019;30370;046A03_CE;18414;[0] URBANO
[188] E44;[3934] E44_IDA_29.07.2019;45902;173B03;18707;[0] URBANO
[188] E44;[3934] E44_IDA_29.07.2019;45906;001B03;19074;[0] URBANO
[188] E44;[3934] E44_IDA_29.07.2019;45910;174B03;19432;[0] URBANO
[188] E44;[3934] E44_IDA_29.07.2019;41450;175A03;19729;[0] URBANO
[188] E44;[3934] E44_IDA_29.07.2019;41453;176A03;20115;[0] URBANO
[188] E44;[3934] E44_IDA_29.07.2019;41457;104A04;20764;[0] URBANO
[188] E44;[3934] E44_IDA_29.07.2019;30238;102A04;21043;[0] URBANO
[188] E44;[3934] E44_IDA_29.07.2019;30379;125A05_CE;21526;[0] URBANO
[188] E44;[3934] E44_IDA_29.07.2019;30380;123A05_CE;21947;[0] URBANO
[188] E44;[3934] E44_IDA_29.07.2019;347;120A05;22485;[0] URBANO
[188] E44;[3934] E44_IDA_29.07.2019;30382;210A05_CE;23418;[0] URBANO
[188] E44;[3934] E44_IDA_29.07.2019;30234;117A05;23736;[0] URBANO
[188] E44;[3934] E44_IDA_29.07.2019;32377;115A05;24322;[0] URBANO
[188] E44;[3934] E44_IDA_29.07.2019;32378;132C06;24805;[0] URBANO
[188] E44;[3934] E44_IDA_29.07.2019;32379;065A06;25161;[0] URBANO
[188] E44;[3934] E44_IDA_29.07.2019;30387;129A06_CE.;25645;[0] URBANO
[188] E44;[3934] E44_IDA_29.07.2019;32381;190A06;25934;[0] URBANO
[188] E44;[3934] E44_IDA_29.07.2019;30389;002A06_CE;26421;[0] URBANO
[188] E44;[3934] E44_IDA_29.07.2019;30390;001A06_CE;26938;[0] URBANO
[188] E44;[3934] E44_IDA_29.07.2019;30391;095A07_CE;27190;[0] URBANO
[188] E44;[3934] E44_IDA_29.07.2019;32385;072A07;27366;[0] URBANO
[188] E44;[3934] E44_IDA_29.07.2019;41499;096D07;27647;[0] URBANO
[188] E44;[3934] E44_IDA_29.07.2019;30394;097A07_CE_;28250;[0] URBANO
[188] E44;[3934] E44_IDA_29.07.2019;30232;098A07;28670;[0] URBANO
[188] E44;[3934] E44_IDA_29.07.2019;30231;001A08;29175;[0] URBANO
[188] E44;[3934] E44_IDA_29.07.2019;30397;501A08_CE;29482;[0] URBANO
[188] E44;[3934] E44_IDA_29.07.2019;30229;155A08;29804;[0] URBANO
[188] E44;[3934] E44_IDA_29.07.2019;30399;162A08_CE;30174;[0] URBANO
[188] E44;[3934] E44_IDA_29.07.2019;30227;088A09;30697;[0] URBANO
[188] E44;[3934] E44_IDA_29.07.2019;30401;114A09_CE;30876;[0] URBANO
[188] E44;[3934] E44_IDA_29.07.2019;30402;510A09_CE;31129;[0] URBANO
[188] E44;[3934] E44_IDA_29.07.2019;30403;086A09_CE;31335;[0] URBANO
[188] E44;[3934] E44_IDA_29.07.2019;30404;084A09_CE;31719;[0] URBANO
[188] E44;[3934] E44_IDA_29.07.2019;30218;001A09;31834;[0] URBANO
[188] E44;[3934] E44_IDA_29.07.2019;47837;302B10_CE;32347;[0] URBANO
[188] E44;[3934] E44_IDA_29.07.2019;47838;032B10_CE;32651;[0] URBANO
[188] E44;[3934] E44_IDA_29.07.2019;47839;048B10_CE;32914;[0] URBANO
[188] E44;[3934] E44_IDA_29.07.2019;47840;034B10_CE_;33328;[0] URBANO
[188] E44;[3934] E44_IDA_29.07.2019;30214;Br. Claret El Carmen.;33714;[0] URBANO
[188] E44;[3934] E44_IDA_29.07.2019;30213;Urbanización El Claret;33912;[0] URBANO
[188] E44;[3934] E44_IDA_29.07.2019;30249;Br. Claret;34150;[0] URBANO
[188] E44;[3934] E44_IDA_29.07.2019;30212;Centro Integral José María Córdoba;34272;[0] URBANO
[188] E44;[3934] E44_IDA_29.07.2019;30211;069A11_CAI Tunal ;34500;[0] URBANO
[188] E44;[3934] E44_IDA_29.07.2019;30209;Hsp. El Tunal ;35104;[0] URBANO
[188] E44;[3934] E44_IDA_29.07.2019;30208;076A11_Estación Biblioteca ;35369;[0] URBANO
[188] E44;[3934] E44_IDA_29.07.2019;30421;079A11_Estación Parque;35768;[0] URBANO
[188] E44;[3934] E44_IDA_29.07.2019;30206;IED San Benito Abad;36134;[0] URBANO
[188] E44;[3934] E44_IDA_29.07.2019;48321;586A11_CE;36413;[0] URBANO
[188] E44;[3934] E44_IDA_29.07.2019;30205;081A11_Br. San Carlos;36617;[0] URBANO
[188] E44;[3934] E44_IDA_29.07.2019;49605;606A11_CE;36975;[0] URBANO
[188] E44;[3934] E44_IDA_29.07.2019;30424;Br. Tunjuelito;37343;[0] URBANO
[188] E44;[3934] E44_IDA_29.07.2019;30425;IED Rufino José Cuervo;37618;[0] URBANO
[188] E44;[3934] E44_IDA_29.07.2019;30202;Br. Abraham Lincoln_;37931;[0] URBANO
[188] E44;[3934] E44_IDA_29.07.2019;30427;Br. Molinos I Sector;38387;[0] URBANO
[188] E44;[3934] E44_IDA_29.07.2019;30428;Escuela de Artillería No 13;38968;[0] URBANO
[188] E44;[3934] E44_IDA_29.07.2019;30429;Ladrillera Santafé ;39630;[0] URBANO
[188] E44;[3934] E44_IDA_29.07.2019;30430;009A12_Ladrillera Santafé ;40796;[0] URBANO
[188] E44;[3934] E44_IDA_29.07.2019;30431;Portal Usme;41193;[0] URBANO
[188] E44;[3934] E44_IDA_29.07.2019;30432;Br. Nuevo San Andrés;41633;[0] URBANO
[188] E44;[3934] E44_IDA_29.07.2019;30433;Br. Cartagena;42018;[0] URBANO
[188] E44;[3934] E44_IDA_29.07.2019;30434;033A12_Br. La Fortaleza;42432;[0] URBANO
[188] E44;[3934] E44_IDA_29.07.2019;30435;Br. Santa Librada_;42619;[0] URBANO
[188] E44;[3934] E44_IDA_29.07.2019;30436;037A12_C.C. Santa Librada;43040;[0] URBANO
[188] E44;[3934] E44_IDA_29.07.2019;49604;039B12_CE;43460;[0] URBANO
[188] E44;[3934] E44_IDA_29.07.2019;30438;Plaza de Mercado Santa Librada;43710;[0] URBANO
[188] E44;[3934] E44_IDA_29.07.2019;30439;058A12_CE;44127;[0] URBANO
[188] E44;[3934] E44_IDA_29.07.2019;30440;186A12_CE;44350;[0] URBANO
[188] E44;[3934] E44_IDA_29.07.2019;30441;160A12_CE;44681;[0] URBANO
